"status_id","screen_name","text","favorite_count","retweet_count"
1207501435644063744,"8onTheCloud","@CoachJoeBrady @KayshonB15 @asap_koy #GeauxTigers",0,0
1207487991167488000,"8onTheCloud","@_fournette #GeauxTigers",0,0
1207498490739412992,"Z7XtremeBBD","@maxtoscano1 @DorianMStarkey Ok. Whatever. Truly believe that their is a solution to ever problem, so Good Bye.<U+0001F44B> #GeauxTigers",1,0
1207496193925931008,"Z7XtremeBBD","#GeauxTigers https://t.co/xvb4yDVxqp",1,0
1207474861540626432,"Z7XtremeBBD","@Kriss1_ Congrats Kbaby. Now that you graduate, time for you and your fellow Tigers to get that Peach Bowl win and go to New Orleans for Championship. But First thing First, <U+0001F512><U+2B07><U+FE0F> ou. #SavageSN #OneTeamOneHeartbeat #KeepGrinding #MeanToughNasty #DBU #GeauxTigers",1,0
1207471768031641600,"Z7XtremeBBD","@Tht_Boy_Mike Congrats Mike. Great job on and off the field. Keep grinding and working on your goals in life and you and your teammates goals for season. #SavageSN #OneTeamOneHeartbeat #KeepGrinding #MeanToughNasty #AllGasNoBrakes #GeauxTigers",2,0
1207499621012058112,"Z7XtremeBBD","@DorianMStarkey @maxtoscano1 Speak louder so they can here you in the northeastern region. Dang. #GeauxTigers",2,0
1207494194752839680,"Z7XtremeBBD","@DorianMStarkey @maxtoscano1 Plus I'm sure they, Coach E and Brady, will have a answer for that type of defense next time they encounter it. #GeauxTigers",0,0
1207499075731558400,"AmyRoberie","@CoachJoeBrady @KayshonB15 @asap_koy Excited for the future! #GeauxTigers",0,0
1207495946906603520,"RKWilliams_on","@bferguson50 Love yo...oh...wait...you were talking to your actual bro.  My fault.  #GeauxTigers",1,0
1207493803185262592,"timelessischic","#GeauxTigers",0,0
1207492414119841792,"shadowIP_LXS","#NFLSU #LSDBU #DBU #GeauxTigers <U+0001F49C><U+0001F49B><U+0001F405> https://t.co/DVuUHfZKMe",0,0
1207488818611392512,"samanthaniette","I crocheted a baby yoda and my friend I made him for tagged him today and HER MAMA BOUGHT THE BABY A SHIRT. #babyyoda #geauxtigers https://t.co/QUwFv6jkmh",1,0
1207488434576736256,"MGbayor","Blessed to receive an offer from Louisiana State University <U+0001F42F><U+0001F49C><U+0001F5A4> @CoachSmokeNJ @BillBuschLSU  #GeauxTigers #irvingtontuff https://t.co/BZmaHejE8d",140,42
1207488095895064576,"Grant__Jones","@finebaum LSU swing and miss for number 1 lost 3 good ones but still an extremely solid class . #GeauxTigers",1,0
1207484495676370944,"smokenK2","#GeauxTigers",0,0
1207483785559891968,"Snicker61046547","@CFBONFOX #GeauxTigers #CoachO https://t.co/AJ8AOvMuwb",1,0
1207484183498674176,"Snicker61046547","@ducksVSall @BarstoolSC @CFBONFOX More confused considering that LSU is in the playoffs and Oregon isn't... #GeauxTigers",4,0
1207483397528047616,"kevinparker21","Watching the 2004 Sugar Bowl. 2 observations.  1) @mspears96 was a beast with his pick 6. 2) bob stoops was a douche bag #GeauxTigers",0,0
1207480614783459328,"MeganCorrales","Congrats on signing baby!! So incredibly proud of you!!<U+0001F49C><U+0001F49B> #GeauxTigers @Marl0n77 @LSUfootball https://t.co/0uQxwpZsdg",6,0
1207477990843723776,"vetsurg2002","@Kriss1_ Really proud of you KF1! Great job! #GeauxTigers",0,0
1207478604923318272,"vetsurg2002","@bferguson50 Congratulations Blake! Really proud of you! #GeauxTigers",1,0
1207477164242866176,"AyYoDex27","<U+0093>Hardwork beats talent when talent doesn<U+0092>t work hard<U+0094>..Story for LSU Baskeball tonight. Entirely too talented to be getting out-hustled...
 #LSU #GeauxTigers",0,0
1207469453136531456,"AyYoDex27","LSU Basketball has 0 offense against the ETSU zone...struggle bus tonight #geauxtigers",1,0
1207475392296243200,"InsideLSU","Newest member of the DBU fraternity. 

Welcome to the brotherhood, @EliasRicks2020! #GeauxTigers https://t.co/jpKGBJdnoh",5,0
1207476509524529152,"InsideLSU","Loyalty never wavered. 

Welcome to the family, @TJ_Finley1. #GeauxTigers https://t.co/UT8qH6lTZs",18,1
1207476259388825600,"MegganFranks","Hey there @LSUCoachShaver! <U+0001F49B><U+0001F49C> #GeauxTigers https://t.co/ZqDPWxnaBz",0,0
1207475999325261824,"xXRiseAboveXx","@Coach_EdOrgeron Ever think of adopting a 45 year old man, Coach? 
#GeauxTigers 
#iwillfollowcoachedthroughthegatesofhell",0,0
1207473653094350848,"emilykatharine_","@CFAPeachBowl <U+2714><U+FE0F> love it #GeauxTigers",0,0
1207473620865495040,"JBBridges","We're going to the Chick-fil-a Peach Bowl. This would be an amazing gift!! Geaux Tigers!! #firstpeachbowl #firstcfbplayoffgame #GeauxTigers https://t.co/dvumflGxhL",0,0
1207473500820127744,"ThisIsEmilyy_","@CFAPeachBowl this would be awesome for an sec fan out in california #GeauxTigers",0,0
1207472083292303360,"daniel_848","@Clydro_22 stay positive 
#GeauxTigers 
#LSU",0,0
1207470388319535104,"CoxSportsTV","From rejected to restored, Coach O and Joe Burrow have blazed their trails in Baton Rouge. #GeauxTigers #LSU
https://t.co/t4IyvakwMs",8,2
1207469049912782848,"PGFPodcast","#Collegefootballrecruiting rankings 2020: Where teams stand during early #NationalSigningDay 2019
#Clemson #RollTide #GeauxTigers #OhioState #GoDucks #UGA #WarEagle #GoGators #BoomerSooner
#GoIrish #CFB #PGFP https://t.co/Mevf82qVHO",0,0
1207468419332878336,"DaGreen11","@marcus_dumervil I don<U+0092>t care how you say it I<U+0092>m glad your on my team! 102,321 got your back #GeauxTigers",2,0
1207468036950638592,"chessabouche","@LSUBasketball trails by 13 after a turnover and an easy bucket for East Tenn. State 46-33 15:37 2nd Half 

#BootUp #GeauxTigers",0,0
1207467331774926848,"LSUSoccer","Get to know Coach Hudson!

#GeauxTigers https://t.co/nk8dmI7Usv",100,12
1207467073095553024,"bjeansonne","Send him back to China IMMEDIATELY #GeauxTigers https://t.co/AyocISRqi5",0,0
1207467044658008064,"Thebigchocolat1","@Tuaamann @PGuy_77 always #ohana always love
#geauxtigers",0,0
1207465170160824320,"mistercjones39","@Pegredd @tj_finley1 Oh course he will. No other way. #GeauxTigers",1,0
1207464239591546880,"TigerNola","@LSUBasketball #LSU coming back to whip that a$$ in the 2nd half #GeauxTigers",1,0
1207458250536423424,"TigerNola","@d1baseball @BaseballUGA @LSUbaseball @ClemsonBaseball @GTBaseball @TexasBaseball #GeauxTigers",0,0
1207463690414575616,"TexasShel","He's in y'all!

#lsu #GeauxTigers 

@ABREG_1 https://t.co/8ZFFuxOvmC",1,0
1207463168953344000,"Paul_Brown92","I love the State of Louisiana and everything that comes with it. Awesome People and Amazing food. I<U+0092>m glad I can say I lived there for a few years and got turned into an LSU fan and my Heart will forever be in LA. #GeauxTigers",2,0
1207458712711028736,"DaronGoynelsu1","What a major difference between Saban<U+0092>s presser and @Coach_EdOrgeron Night and day!!! Way to geaux Tighas!!! The enthusiasm was spot on #GeauxTigers  @finebaum @FredFromPlano",1,0
1207458658902302720,"mz_indy500","@RealSkipBayless Don<U+0092>t worry they was going to win it all regardless #GeauxTigers",0,0
1207458307847413760,"FOXSportsNOLA","What a haul for @LSUfootball and @Coach_EdOrgeron <U+0001F42F>!

#GeauxTigers | #HoldThatTiger https://t.co/L5jPSIGNRv",3,1
1207457776169103360,"jasonsdunham","USC didn't hire Coach O after the 2013 season because they didn't like the way he talked. He wasn't sophisticated.
LSU hires O after the 2016 season. 2019 coach of the year, and SEC champion. Coach O-top 5 recruiting class. 
USC? #78 Thank you for you snobbery. #GeauxTigers #LSU",1,0
1207457650000191488,"JoseAreizaga","@BeignetThief We love you too! #GeauxTigers",1,0
1207456717388296192,"jpmatte","@Eliasricks2020 Congratulations and #GeauxTigers!",0,0
1207456084522344448,"alleyofsin","First of all, they never stood a chance anyway, especially with that trash defense. Second, Clyde Edwards-Helaire, LSU<U+0092>s star running back, is hurt. Third, JOE BURROW. #LSU #GeauxTigers https://t.co/EOSGX81EJm",4,0
